Datum;Tagesminimum;"Zeitpunkt Minimum";Tagesmittelwert;Tagesmaximum;"Zeitpunkt Maximum";"Stationsnummer: 5800304";"Stationsname: Grunewaldsee";"Gewässer: Fenngraben";"Wasssertemperatur in °C";"Fehlwerte: -777"
10.08.2025;20,80;"10.08.2025 23:30";21,33;21,80;"10.08.2025 03:15"
11.08.2025;19,90;"11.08.2025 08:30";20,51;21,20;"11.08.2025 19:45"
12.08.2025;20,60;"12.08.2025 09:15";21,15;21,80;"12.08.2025 20:45"
13.08.2025;21,10;"13.08.2025 09:15";22,31;24,00;"13.08.2025 22:00"
14.08.2025;21,10;"14.08.2025 12:45";22,44;23,70;"14.08.2025 00:00"
15.08.2025;22,50;"15.08.2025 08:00";23,04;23,70;"15.08.2025 19:30"
16.08.2025;22,20;"17.08.2025 00:00";23,04;23,80;"16.08.2025 01:45"
17.08.2025;21,20;"17.08.2025 10:15";21,51;22,20;"17.08.2025 00:00"
18.08.2025;-777,00;;-777,00;-777,00;
