Datum;Tagesminimum;"Zeitpunkt Minimum";Tagesmittelwert;Tagesmaximum;"Zeitpunkt Maximum";"Stationsnummer: 5800305";"Stationsname: Groﬂ Glienicker See";"Gew‰sser: Groﬂ Glienicker See";"Wasssertemperatur in ∞C";"Fehlwerte: -777"
10.08.2025;20,00;"10.08.2025 11:15";20,16;20,40;"10.08.2025 21:00"
11.08.2025;20,20;"11.08.2025 05:30";20,36;20,80;"11.08.2025 21:45"
12.08.2025;20,40;"12.08.2025 10:30";20,57;20,80;"12.08.2025 21:30"
13.08.2025;20,60;"13.08.2025 05:15";20,73;21,10;"13.08.2025 20:15"
14.08.2025;20,90;"14.08.2025 01:00";21,03;21,60;"15.08.2025 00:00"
15.08.2025;21,30;"15.08.2025 03:45";21,54;22,30;"15.08.2025 22:30"
16.08.2025;21,70;"16.08.2025 11:45";21,83;22,00;"16.08.2025 00:00"
17.08.2025;21,50;"17.08.2025 09:15";21,62;21,90;"17.08.2025 03:30"
18.08.2025;-777,00;;-777,00;-777,00;
