Datum;Tagesmittelwert;"Stationsnummer: 5800305";"Stationsname: Groﬂ Glienicker See";"Gew‰sser: Groﬂ Glienicker See";"Wasserstand in cm";"Fehlwerte: -777"
10.08.2025;109
11.08.2025;108
12.08.2025;108
13.08.2025;108
14.08.2025;108
15.08.2025;107
16.08.2025;107
17.08.2025;107
18.08.2025;-777
